id,sceneId,cid,x,z,mirror
501,110,1001853,19,0,0
500,110,1001753,15,17,0
500,110,1001553,17,0,0
499,110,1002353,17,16,0
499,110,1003453,19,1,0
499,110,1001353,18,0,0
465,101,1001453,9,0,0
464,108,1003353,13,21,1
464,101,1003353,17,3,0
464,101,1001753,8,0,0
463,108,1003353,22,9,0
462,108,1002253,0,21,0
462,108,1003153,4,3,1
460,108,1001953,0,9,0
458,108,1002153,20,19,0
456,108,1001453,16,20,0
455,108,1002353,20,7,0
453,108,1001453,4,20,0
451,108,1001753,15,0,0
450,108,1001353,9,0,0
449,108,1001853,15,20,0
448,108,1002153,20,13,0
445,108,1001353,6,20,0
443,108,1001453,8,0,0
442,108,1002653,0,16,0
441,108,1001653,19,20,0
438,108,1002553,20,18,0
437,108,1002453,20,12,0
436,108,1002053,9,9,0
435,108,1001553,4,0,0
434,108,1001453,13,6,0
433,108,1002153,20,6,0
431,108,1002153,0,15,0
430,108,1003553,13,13,0
428,108,1001653,4,9,0
426,108,1002253,0,5,0
425,108,1002153,20,5,0
424,108,1002353,20,17,0
423,108,1002153,0,14,0
422,108,1001653,23,0,0
420,108,1002153,9,7,0
419,108,1002153,0,20,0
417,108,1001253,1,0,0
416,108,1001553,7,9,0
415,108,1002153,20,11,0
414,108,1001853,2,0,0
413,108,1003753,22,1,1
412,108,1002353,0,4,0
411,108,1001953,9,6,0
408,108,1002453,0,13,0
407,108,1002153,9,15,0
405,108,1001453,14,0,0
404,108,1002153,20,16,0
399,108,1002153,20,10,0
398,108,1003653,13,11,0
397,108,1002153,0,23,0
395,108,1002153,9,14,0
393,108,1002253,20,4,0
392,108,1001353,11,6,0
391,108,1002153,0,12,0
387,108,1001753,12,6,0
385,108,1002153,0,11,0
384,108,1002353,0,1,0
380,108,1001553,10,20,0
378,108,1002753,20,9,0
377,108,1001753,6,9,0
375,108,1002253,9,16,0
373,108,1001553,22,0,0
372,108,1001953,0,0,0
371,108,1002353,0,19,0
370,108,1002053,20,20,0
369,108,1002753,0,10,0
367,108,1001253,10,6,0
367,108,1003353,14,10,0
366,108,1002153,0,18,0
366,108,1002853,12,7,0
365,108,1003253,14,9,0
364,108,1003353,14,15,0
363,108,1002653,20,8,0
363,108,1003253,3,11,1
360,107,1002253,22,1,0
358,107,1002453,0,12,0
357,107,1001853,7,18,0
356,107,1002353,0,23,0
355,107,1002353,0,2,0
354,107,1002153,14,16,0
352,107,1001353,3,18,0
351,107,1001253,26,23,0
350,107,1001653,8,18,0
347,107,1002753,22,9,0
345,107,1001653,20,23,0
344,107,1002153,14,24,0
343,107,1002153,0,22,0
339,107,1001653,23,0,0
338,107,1002453,14,5,0
335,107,1002153,22,6,0
334,107,1002153,0,21,0
333,107,1002153,0,10,0
331,107,1002053,22,11,0
329,107,1002353,22,3,0
327,107,1002753,14,18,0
326,107,1002253,14,26,0
325,107,1002753,0,20,0
324,107,1002153,14,15,0
323,107,1001953,22,0,0
322,107,1002153,14,3,0
321,107,1001353,25,23,0
319,107,1002253,0,1,0
317,107,1002153,14,23,0
315,107,1002153,0,14,0
314,107,1002153,0,19,0
313,107,1002153,22,8,0
311,107,1002153,14,20,0
307,107,1001953,0,0,0
306,107,1002353,0,7,0
304,107,1002153,22,2,0
303,107,1002153,0,18,0
299,107,1002353,0,26,0
298,107,1001653,3,0,0
297,107,1002153,14,19,0
296,107,1001753,4,0,0
295,107,1002353,14,11,0
293,107,1002153,0,8,0
291,107,1002153,22,10,0
290,107,1002353,14,17,0
289,107,1001453,7,0,0
288,107,1001253,6,18,0
286,107,1002653,14,25,0
285,107,1002153,0,6,0
283,107,1001453,19,11,0
282,107,1001353,14,0,0
281,107,1001753,26,0,0
280,107,1002153,14,13,0
277,107,1002153,0,16,0
276,107,1003553,4,21,0
275,107,1001853,10,0,0
273,107,1002153,14,10,0
272,107,1002153,14,12,0
271,107,1002553,0,11,0
270,107,1002453,22,7,0
269,107,1002153,0,4,0
268,107,1002153,22,4,0
267,107,1002653,0,3,0
263,107,1003453,5,23,0
263,107,1003153,22,13,0
263,106,1002253,0,2,0
262,106,1002153,0,12,0
261,106,1002753,7,18,0
258,106,1002153,0,7,0
257,106,1002153,0,16,0
254,106,1001753,4,0,0
253,106,1001453,10,16,0
253,106,1001253,3,20,0
251,106,1002153,0,22,0
250,106,1002653,0,1,0
247,106,1001453,19,16,0
246,106,1001753,16,8,0
243,106,1001753,23,16,0
242,106,1001353,6,20,0
240,106,1001453,8,8,0
238,106,1002153,0,10,0
235,106,1001953,0,0,0
233,106,1001653,18,16,0
232,106,1002353,0,18,0
231,106,1002653,7,17,0
226,106,1002053,7,20,0
222,106,1001453,1,0,0
221,106,1002153,0,4,0
218,106,1001253,2,0,0
215,106,1002253,0,21,0
212,106,1002153,0,20,0
209,106,1002353,0,9,0
208,106,1001553,15,8,0
205,106,1001953,7,16,0
203,106,1001353,17,8,0
201,106,1002153,0,17,0
200,106,1002353,7,19,0
198,106,1001653,4,20,0
197,106,1002553,0,3,0
196,106,1001653,9,8,0
195,106,1002153,0,19,0
194,106,1001253,12,16,0
193,106,1002153,0,23,0
192,106,1002153,0,8,0
191,106,1001853,8,16,0
190,106,1003053,3,1,0
188,106,1003153,7,22,0
188,106,1001553,15,16,0
187,106,1001353,5,0,0
186,106,1001653,9,0,0
127,101,1002153,0,5,0
125,101,1002153,0,14,0
121,101,1002153,0,22,0
120,101,1003053,22,16,1
120,101,1001953,0,0,0
117,101,1002153,0,8,0
117,101,1003153,18,17,1
113,101,1003153,18,16,1
111,101,1003053,20,16,1
110,101,1003353,20,18,0
109,101,1003353,19,18,0
109,101,1002153,0,6,0
108,101,1001653,22,0,0
108,101,1002153,0,13,0
107,101,1003353,21,18,0
107,101,1003453,1,2,1
106,101,1003353,22,19,0
106,101,1001453,12,0,0
106,101,1003153,20,19,0
105,101,1002153,0,23,0
105,101,1002253,0,3,0
105,101,1003153,21,19,0
105,101,1003053,19,17,1
104,101,1003153,19,19,0
104,101,1002353,0,21,0
104,101,1003353,22,18,0
104,101,1003753,18,11,1
103,101,1001853,2,0,0
103,101,1003553,11,16,0
103,101,1003053,21,17,1
103,101,1001253,20,0,0
103,101,1002753,0,2,0
102,101,1003653,14,15,0
102,101,1002653,0,1,0
102,101,1001253,17,0,0
101,101,1002453,0,11,0
101,101,1003053,19,16,1
101,101,1003553,11,14,0
101,101,1003353,3,6,1
101,101,1001453,4,0,0
100,101,1003553,11,12,0
100,101,1001753,16,0,0
100,101,1003253,18,19,0
100,101,1003053,22,17,1
99,101,1002353,0,16,0
99,101,1003753,3,7,0
99,101,1001653,6,0,0
99,101,1003553,2,4,0
99,101,1003753,16,11,1
98,101,1003753,13,11,1
98,101,1002353,0,7,0
98,101,1003053,20,17,1
98,101,1002853,4,18,1
97,101,1003053,21,16,1
97,101,1003653,3,2,1
97,101,1003753,3,21,0
97,101,1003253,7,8,0
97,101,1003353,18,18,0
97,101,1002153,0,10,0
97,101,1001353,1,0,0
97,101,1002553,0,15,0
883,105,1002653,15,3,0
886,105,1002153,20,15,0
1012,105,1001553,2,0,0
899,105,1002553,5,18,0
1011,105,1001453,3,0,0
909,105,1001453,6,0,0
901,105,1001353,4,0,0
884,105,1002753,20,11,0
1005,105,1001453,17,16,0
895,105,1002153,5,5,0
906,105,1001353,10,16,0
1008,105,1001853,13,16,0
881,105,1002153,20,4,0
885,105,1001353,21,0,0
914,105,1002253,5,19,0
887,105,1002253,0,3,0
905,105,1002153,5,6,0
897,105,1001453,1,0,0
878,105,1002153,20,7,0
1004,105,1001553,12,16,0
884,105,1001453,11,16,0
887,105,1002153,20,14,0
907,105,1001753,18,16,0
889,105,1001753,8,0,0
891,105,1002153,5,13,0
912,105,1001953,0,0,0
879,105,1001853,22,0,0
890,105,1002453,5,8,0
904,105,1002753,5,16,0
908,105,1002153,5,14,0
910,105,1002353,5,12,0
883,105,1002353,20,13,0
877,105,1001753,23,0,0
902,105,1002053,20,16,0
879,105,1002153,5,7,0
882,105,1002253,20,6,0
882,105,1001453,17,0,0
889,105,1002153,20,10,0
881,105,1002653,5,10,0
886,105,1001853,7,0,0
879,105,1002153,20,9,0
881,105,1001653,18,0,0
1007,105,1001453,20,0,0
896,105,1001553,15,16,0
1003,105,1001653,14,16,0
885,105,1002153,5,15,0
888,105,1002653,5,17,0
877,105,1001953,15,0,0
898,105,1002153,5,11,0
903,105,1001753,9,16,0
1009,105,1001553,16,16,0
888,105,1002553,20,12,0
913,105,1001853,19,16,0
1006,105,1001553,19,0,0
900,105,1002153,5,9,0
885,105,1002353,20,8,0
883,105,1002353,5,4,0
878,105,1001653,5,0,0
877,105,1002653,20,5,0
1010,105,1001553,16,0,0
